"Item_Number","District","Location","Disposition","Signal_Type","Signal_Description","Occurred_Date_Time","Charge_Code","Charge_Description","Offender_Number","OffenderID","OffenderStatus","Offender_Race","Offender_Gender","Offender_Age","Victim_Number","PersonType","Victim_Race","Victim_Gender","Victim_Age","Victim_Fatal_Status","Hate Crime","Report Type"
"A-09335-25","2","044XX Freret St","CLOSED","37","AGGRAVATED ASSAULT","2025-01-11 03:50:00",,,"1","952158","ARRESTED","WHITE","MALE","26","1","INTERVIEW","WHITE","FEMALE","23","Non-fatal",,"Supplemental Report"
"A-09335-25","2","044XX Freret St","CLOSED","37","AGGRAVATED ASSAULT","2025-01-11 03:50:00","14 37","AGG. ASSAULT","1","952158","ARRESTED","WHITE","MALE","26","2","VICTIM","WHITE","MALE","45","Non-fatal",,"Supplemental Report"
"F-09595-25","8","006XX O'Keefe Av","OPEN","67","THEFT","2025-06-10 17:25:00","14 67","THEFT","1","952159",,"BLACK","FEMALE",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"A-09335-25","2","044XX Freret St","CLOSED","37","AGGRAVATED ASSAULT","2025-01-11 03:50:00","14 37","AGG. ASSAULT","1","952158","ARRESTED","WHITE","MALE","26","3","VICTIM","WHITE","MALE","20","Non-fatal",,"Supplemental Report"
"F-09595-25","8","006XX O'Keefe Av","OPEN","67","THEFT","2025-06-10 17:25:00",,,"1","952159",,"BLACK","FEMALE",,"2","REPORTING PERSON","ASIAN","MALE","37","Non-fatal",,"Incident Report"
"F-09400-25","4","035XX Garden Oaks Dr","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-06-10 05:30:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","952160",,"UNKNOWN","UNKNOWN",,"1","VICTIM","UNKNOWN","FEMALE","29","Non-fatal",,"Incident Report"
"F-09604-25","2","Walmsley St & Vendome Pl","CLOSED","35D","SIMPLE BATTERY (DOMESTIC)","2025-06-10 17:30:00","14 35.3","DOMESTIC ABUSE BATTERY - SIMPLE","1","952162","ARRESTED","BLACK","FEMALE","20","1","VICTIM","BLACK","MALE","25","Non-fatal",,"Incident Report"
"F-02958-25","2","012XX S Telemachus St #C","OPEN","103","DISTURBANCE","2025-06-03 19:51:00",,,,,,,,,"3","WITNESS","WHITE","MALE",,"Non-fatal",,"Incident Report"
"F-02958-25","2","012XX S Telemachus St #C","OPEN","103","DISTURBANCE","2025-06-03 19:51:00",,,,,,,,,"4","WITNESS","WHITE","MALE","36","Non-fatal",,"Incident Report"
"F-09605-25","5","026XX New Orleans St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-06-10 18:03:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","39","Non-fatal",,"Incident Report"
"F-09605-25","5","026XX New Orleans St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-06-10 18:03:00",,,,,,,,,"2","INTERVIEW","BLACK","FEMALE","40","Non-fatal",,"Incident Report"
"F-07986-25","5","019XX N Tonti St","OPEN","62R","SIMPLE BURGLARY (RESIDENCE)","2025-06-06 13:00:00",,,,,,,,,"1","VICTIM","BLACK","MALE","41","Non-fatal",,"Supplemental Report"
"F-09682-25","6","S Broad St & Erato St","OPEN","21","MISCELLANEOUS INCIDENT","2025-06-05 03:12:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","28","Non-fatal",,"Incident Report"
"F-09399-25","7","093XX Almonaster Av","OPEN","67C","THEFT FROM EXTERIOR OF VEHICLE","2025-06-10 03:00:00","14 67","THEFT","1","952168",,"BLACK","MALE",,"1","VICTIM","BLACK","MALE","60","Non-fatal",,"Incident Report"
"F-09698-25","7","080XX Trapier Av #D","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-06-10 19:57:00",,,"1","952169",,"BLACK","MALE",,"1","REPORTING PERSON","UNKNOWN","FEMALE",,"Non-fatal",,"Incident Report"
"F-09698-25","7","080XX Trapier Av #D","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-06-10 19:57:00","14 35.3","DOMESTIC ABUSE BATTERY - SIMPLE","1","952169",,"BLACK","MALE",,"2","VICTIM","UNKNOWN","FEMALE",,"Non-fatal",,"Incident Report"
"F-09698-25","7","080XX Trapier Av #D","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-06-10 19:57:00",,,"1","952169",,"BLACK","MALE",,"3","NON-VICTIM","BLACK","MALE",,"Non-fatal",,"Incident Report"
"F-09641-25","4","009XX Delaronde Dr","OPEN","103F","DISTURBANCE (FIGHT)","2025-06-10 21:04:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","26","Non-fatal",,"Incident Report"
"F-09641-25","4","009XX Delaronde Dr","OPEN","103F","DISTURBANCE (FIGHT)","2025-06-10 21:04:00",,,,,,,,,"2","INTERVIEW","BLACK","FEMALE","62","Non-fatal",,"Incident Report"
"E-22992-25","4","011XX Wagner St","OPEN","67A","AUTO THEFT","2025-05-24 01:50:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","952173",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","MALE","72","Non-fatal",,"Supplemental Report"
"E-22992-25","4","011XX Wagner St","OPEN","67A","AUTO THEFT","2025-05-24 01:50:00","14 67","THEFT","1","952173",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","MALE","72","Non-fatal",,"Supplemental Report"
"F-09669-25","1","019XX Governor Nicholls St","OPEN","21","MISCELLANEOUS INCIDENT","2025-06-10 19:27:00",,,,,,,,,"1","REPORTING PERSON","UNKNOWN","UNKNOWN",,"Non-fatal",,"Incident Report"
"F-07657-25","6","016XX Clio St","OPEN","103","DISTURBANCE","2025-06-08 19:11:00",,,,,,,,,"2","INTERVIEW","WHITE","MALE","60","Non-fatal",,"Incident Report"
"F-07657-25","6","016XX Clio St","OPEN","103","DISTURBANCE","2025-06-08 19:11:00",,,,,,,,,"3","INTERVIEW","WHITE","MALE","29","Non-fatal",,"Incident Report"
"B-14200-25","1","023XX Esplanade Av","CLOSED","43","SIMPLE RAPE","2025-02-13 07:00:00","14 43/V","THIRD DEGREE RAPE - VAGINAL","1","952170","ARRESTED","UNKNOWN","MALE","45","1","VICTIM","UNKNOWN","FEMALE",,"Non-fatal",,"Supplemental Report"
"F-09787-25","8","006XX Loyola Av","OPEN","67F","THEFT BY FRAUD","2025-06-10 03:30:00","14 67.11","CREDIT CARD FRAUD ","1","952171",,"BLACK","FEMALE",,"1","VICTIM","WHITE","MALE","41","Non-fatal",,"Incident Report"
"F-09557-25","7","048XX Rosemont Pl","OPEN","103","DISTURBANCE","2025-06-10 17:07:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","16","Non-fatal",,"Incident Report"
"F-09557-25","7","048XX Rosemont Pl","OPEN","103","DISTURBANCE","2025-06-10 17:07:00",,,,,,,,,"2","INTERVIEW","BLACK","FEMALE","41","Non-fatal",,"Incident Report"
"F-09734-25","3","015XX Aviators St #B","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-06-10 20:30:00","14 39","NEGLIGENT INJURING","1","952172",,"BLACK","MALE","27","1","VICTIM","BLACK","FEMALE","25","Non-fatal",,"Incident Report"
"F-09734-25","3","015XX Aviators St #B","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-06-10 20:30:00","14 35.3","DOMESTIC ABUSE BATTERY - SIMPLE","1","952172",,"BLACK","MALE","27","1","VICTIM","BLACK","FEMALE","25","Non-fatal",,"Incident Report"
"F-06692-25","6","012XX 8th St","OPEN","21J","MISSING/RUNAWAY JUVENILE","2025-06-07 15:50:00",,,,,,,,,"1","RUNAWAY JUVENILE","WHITE","FEMALE","17","Non-fatal",,"Incident Report"
"R-00041-25","8","006XX Decatur St #107","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-06-09 17:05:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","952182",,"UNKNOWN","MALE",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"R-00041-25","8","006XX Decatur St #107","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-06-09 17:05:00",,,"1","952182",,"UNKNOWN","MALE",,"2","REPORTING PERSON","UNKNOWN","MALE","48","Non-fatal",,"Incident Report"
"F-06692-25","6","012XX 8th St","OPEN","21J","MISSING/RUNAWAY JUVENILE","2025-06-07 15:50:00",,,,,,,,,"2","REPORTING PERSON","BLACK","FEMALE","35","Non-fatal",,"Incident Report"
"F-06692-25","6","012XX 8th St","OPEN","21J","MISSING/RUNAWAY JUVENILE","2025-06-07 15:50:00",,,,,,,,,"3","INTERVIEW","BLACK","FEMALE","35","Non-fatal",,"Incident Report"
"R-00042-25","1","037XX Banks St #Finnm","OPEN","67B","BICYCLE THEFT","2025-06-09 01:30:00","14 67","THEFT","1","952186",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","67","Non-fatal",,"Incident Report"
"R-00043-25","8","005XX Bourbon St","OPEN","67P","PICKPOCKET","2025-06-08 00:30:00","14 67","THEFT","1","952176",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","51","Non-fatal",,"Incident Report"
"R-00046-25","2","048XX Magazine St","OPEN","21P","LOST PROPERTY","2025-06-10 01:50:00",,,,,,,,,"1","REPORTING PERSON","WHITE","MALE","23","Non-fatal",,"Incident Report"
"B-08678-25","5","013XX Alabo St","CLOSED","67A","AUTO THEFT","2025-02-09 15:00:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","952177","ARRESTED","BLACK","FEMALE","28","1","VICTIM","UNKNOWN","MALE","23","Non-fatal",,"Supplemental Report"
"F-09681-25","5","026XX Urquhart St","OPEN","62R","SIMPLE BURGLARY (RESIDENCE)","2025-06-10 14:00:00","14 62.2","SIMPLE BURGLARY (INHABITED DWELLING)","1","952178",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","MALE","34","Non-fatal",,"Incident Report"
"B-08678-25","5","013XX Alabo St","CLOSED","67A","AUTO THEFT","2025-02-09 15:00:00","14 108","RESISTING AN OFFICER","1","952177","ARRESTED","BLACK","FEMALE","28","2","VICTIM","UNKNOWN","MALE",,"Non-fatal",,"Supplemental Report"
"F-09644-25","4","066XX Brunswick Ct","OPEN","67A","AUTO THEFT","2025-06-10 18:24:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","952179",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","FEMALE","63","Non-fatal",,"Supplemental Report"
"F-09670-25","2","026XX Monroe St","OPEN","21","MISCELLANEOUS INCIDENT","2025-06-10 19:25:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","50","Non-fatal",,"Incident Report"
"F-09670-25","2","026XX Monroe St","OPEN","21","MISCELLANEOUS INCIDENT","2025-06-10 19:25:00",,,,,,,,,"2","INTERVIEW","BLACK","FEMALE","22","Non-fatal",,"Incident Report"
"F-09670-25","2","026XX Monroe St","OPEN","21","MISCELLANEOUS INCIDENT","2025-06-10 19:25:00",,,,,,,,,"3","INTERVIEW","BLACK","FEMALE","27","Non-fatal",,"Incident Report"
"F-09324-25","7","059XX Hayne Bd #101","OPEN","21","MISCELLANEOUS INCIDENT","2025-06-10 16:45:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","41","Non-fatal",,"Incident Report"
"F-09324-25","7","059XX Hayne Bd #101","OPEN","21","MISCELLANEOUS INCIDENT","2025-06-10 16:45:00",,,,,,,,,"2","NON-VICTIM","BLACK","FEMALE","15","Non-fatal",,"Incident Report"
"F-09764-25","4","045XX N Croyden St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-06-10 21:38:00",,,,,,,,,"1","INTERVIEW","BLACK","FEMALE","35","Non-fatal",,"Incident Report"
"F-09832-25","7","075XX Shorewood Bd","OPEN","103","DISTURBANCE","2025-06-10 23:19:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","51","Non-fatal",,"Incident Report"
"F-09832-25","7","075XX Shorewood Bd","OPEN","103","DISTURBANCE","2025-06-10 23:19:00",,,,,,,,,"2","INTERVIEW","BLACK","MALE","61","Non-fatal",,"Incident Report"
"F-09821-25","2","060XX Magazine St","OPEN","21","MISCELLANEOUS INCIDENT","2025-06-10 22:00:00",,,,,,,,,"1","VICTIM","WHITE","FEMALE","39","Non-fatal",,"Incident Report"
"F-08919-25","7","105XX Curran Bd","OPEN","42","AGGRAVATED RAPE","2025-06-10 00:00:00",,,,,,,,,"1","VICTIM","BLACK","FEMALE",,"Non-fatal",,"Incident Report"
"F-09839-25","5","022XX Marigny St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-06-10 23:31:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","40","Non-fatal",,"Incident Report"
"F-09868-25","1","020XX Canal St","OPEN","966","DRUG LAW VIOLATION","2025-06-10 18:20:00","40 967","PROHIBITED ACTS-- SCHEDULE II DRUGS","1","952184",,"BLACK","MALE","23","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"C-26521-25","8","006XX Bourbon St","CLOSED","63","TRESPASSING","2025-03-27 23:20:00",,,,,,,,,"1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"F-09896-25","8","014XX Dauphine St","CLOSED","35D","SIMPLE BATTERY (DOMESTIC)","2025-06-11 01:37:00","14 35.3","DOMESTIC ABUSE BATTERY - SIMPLE","1","952187","ARRESTED","WHITE","FEMALE","38","1","VICTIM","WHITE","MALE","39","Non-fatal",,"Incident Report"
"F-09876-25","3","031XX Saint Bernard Av","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-06-11 00:51:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","29","Non-fatal",,"Incident Report"
"F-08916-25","7","070XX Lawrence Rd","OPEN","35","SIMPLE BATTERY","2025-06-09 18:00:00","14 34.1","SECOND DEGREE BATTERY","1","952189",,"BLACK","MALE","22","1","VICTIM","BLACK","FEMALE","37","Non-fatal",,"Incident Report"
"F-08916-25","7","070XX Lawrence Rd","OPEN","35","SIMPLE BATTERY","2025-06-09 18:00:00",,,"1","952189",,"BLACK","MALE","22","2","WITNESS","BLACK","FEMALE","14","Non-fatal",,"Incident Report"
"F-08916-25","7","070XX Lawrence Rd","OPEN","35","SIMPLE BATTERY","2025-06-09 18:00:00",,,"1","952189",,"BLACK","MALE","22","3","NON-VICTIM","BLACK","FEMALE","41","Non-fatal",,"Incident Report"
"F-09726-25","5","020XX Mandeville St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-06-10 19:50:00",,,,,,,,,"1","INTERVIEW","WHITE","FEMALE","42","Non-fatal",,"Incident Report"
"F-09726-25","5","020XX Mandeville St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-06-10 19:50:00",,,,,,,,,"2","INTERVIEW","WHITE","MALE","32","Non-fatal",,"Incident Report"
"F-09644-25","4","066XX Brunswick Ct","OPEN","67A","AUTO THEFT","2025-06-10 18:24:00","40 967","PROHIBITED ACTS-- SCHEDULE II DRUGS","1","952179",,"UNKNOWN","UNKNOWN",,"2","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"F-09898-25","7","085XX N I-10 Rd","CLOSED","37","AGGRAVATED ASSAULT","2025-06-11 01:39:00","14 37.4","AGGRAVATED ASSAULT WITH A FIREARM","1","952190","ARRESTED","BLACK","FEMALE","36","1","VICTIM","BLACK","FEMALE","37","Non-fatal",,"Incident Report"
"F-09898-25","7","085XX N I-10 Rd","CLOSED","37","AGGRAVATED ASSAULT","2025-06-11 01:39:00",,,"1","952190","ARRESTED","BLACK","FEMALE","36","2","INTERVIEW","BLACK","MALE","17","Non-fatal",,"Incident Report"
"F-09898-25","7","085XX N I-10 Rd","CLOSED","37","AGGRAVATED ASSAULT","2025-06-11 01:39:00",,,"1","952190","ARRESTED","BLACK","FEMALE","36","3","INTERVIEW","BLACK","FEMALE",,"Non-fatal",,"Incident Report"
"F-08872-25","3","021XX Sumpter St","OPEN","27-42","ATTEMPTED AGGRAVATED RAPE","2025-06-10 02:29:00",,,,,,,,,"1","VICTIM","UNKNOWN","UNKNOWN",,"Non-fatal",,"Incident Report"
"F-09876-25","3","031XX Saint Bernard Av","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-06-11 00:51:00",,,,,,,,,"2","NON-VICTIM","BLACK","FEMALE","34","Non-fatal",,"Incident Report"
"F-09909-25","3","026XX Lavender St","OPEN","62R","SIMPLE BURGLARY (RESIDENCE)","2025-05-28 20:00:00","14 62","SIMPLE BURGLARY","1","952191",,"UNKNOWN","UNKNOWN",,"1","VICTIM","UNKNOWN","MALE","68","Non-fatal",,"Incident Report"
"E-09800-25","6","015XX Philip St","CLOSED","34C","AGGRAVATED BATTERY (CUTTING)","2025-05-10 06:00:00","14 34.7","AGG. SECOND DEGREE BATTERY","1","952192","ARRESTED","WHITE","MALE","40","1","VICTIM","WHITE","FEMALE","36","Non-fatal",,"Supplemental Report"
"C-20629-25","8","001XX Exchange Pl","CLOSED","966","DRUG LAW VIOLATION","2025-03-22 00:27:00",,,,,,,,,"1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"F-09982-25","6","023XX Martin Luther King Jr Bd","CLOSED","17F","FUGITIVE ATTACHMENT","2025-06-11 04:00:00","PROBATION AND PAROLE","VIOLATION#","1","952193","ARRESTED","BLACK","MALE","45","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"F-09638-25","3","016XX Duels St","OPEN","21","MISCELLANEOUS INCIDENT","2025-06-10 18:40:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","41","Non-fatal",,"Incident Report"
"F-09557-25","7","048XX Rosemont Pl","OPEN","103","DISTURBANCE","2025-06-10 17:07:00",,,,,,,,,"3","NON-VICTIM","BLACK","MALE","40","Non-fatal",,"Incident Report"
"F-09720-25","1","037XX Orleans Av #5303","OPEN","67","THEFT","2025-06-10 20:30:00",,,,,,,,,"1","REPORTING PERSON","WHITE","MALE","35","Non-fatal",,"Incident Report"
"F-07705-25","7","067XX Deanne St","OPEN","62C","SIMPLE BURGLARY (VEHICLE)","2025-06-08 17:30:00","14 62","SIMPLE BURGLARY","1","952194",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","FEMALE","22","Non-fatal",,"Supplemental Report"
"F-07705-25","7","067XX Deanne St","OPEN","62C","SIMPLE BURGLARY (VEHICLE)","2025-06-08 17:30:00","14 67.15","THEFT OF A FIREARM","1","952194",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","FEMALE","22","Non-fatal",,"Supplemental Report"
"F-07342-25","5","014XX Deslonde St","OPEN","103F","DISTURBANCE (FIGHT)","2025-06-07 23:30:00",,,,,,,,,"1","VICTIM","BLACK","FEMALE","31","Non-fatal",,"Incident Report"
"Q-00115-25","8","Bourbon St & Conti St","OPEN","67F","THEFT BY FRAUD","2025-05-24 23:30:00","14 67","THEFT","1","952196",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","27","Non-fatal",,"Supplemental Report"
"F-09887-25","3","036XX Duplessis St","OPEN","27-67A","ATTEMPTED AUTO THEFT","2025-06-11 00:30:00","14 (27) 67.26","ATTEMPT - THEFT OF A MOTOR VEHICLE","1","952840",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","MALE","24","Non-fatal",,"Incident Report"
"E-02810-25","8","001XX Carondelet St","CLOSED","966","DRUG LAW VIOLATION","2025-05-03 20:09:00",,,,,,,,,"1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"F-10023-25","8","004XX N Rampart St","OPEN","103","DISTURBANCE","2025-06-11 06:30:00","54 403","DISTURBING THE PEACE","1","952198",,"BLACK","UNKNOWN",,"1","VICTIM","BLACK","MALE","55","Non-fatal",,"Incident Report"
"F-10046-25","8","014XX Tulane Av","CLOSED","63","TRESPASSING","2025-06-11 07:37:00","14 63.3","REMAINING  IN PLACE AFTER EXPULSION","1","952199","ARRESTED","BLACK","MALE","45","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"A-12208-25","7","147XX Peltier Dr","CLOSED","34D","AGGRAVATED BATTERY (DOMESTIC)","2025-01-14 14:15:00","14 34.7","AGG. SECOND DEGREE BATTERY","1","952200","ARRESTED","BLACK","MALE","53","1","VICTIM","BLACK","FEMALE","41","Non-fatal",,"Supplemental Report"
"A-12208-25","7","147XX Peltier Dr","CLOSED","34D","AGGRAVATED BATTERY (DOMESTIC)","2025-01-14 14:15:00","14 35.3","DOMESTIC ABUSE BATTERY - SIMPLE","1","952200","ARRESTED","BLACK","MALE","53","1","VICTIM","BLACK","FEMALE","41","Non-fatal",,"Supplemental Report"
"J-18500-25","3","007XX Voisin St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-19 11:18:00",,,,,,,,,"2","NON-VICTIM","WHITE","MALE","42","Non-fatal",,"Incident Report"
"J-18472-25","1","018XX N Gayoso St","OPEN","67AR","AUTO THEFT & RECOVERY","2025-10-19 05:00:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","972442",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","FEMALE","38","Non-fatal",,"Incident Report"
"J-18360-25","8","010XX S Peters St","OPEN","67","THEFT","2025-10-19 01:45:00","14 67","THEFT","1","972446",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-15717-25","4","033XX Preston Pl","OPEN","67C","THEFT FROM EXTERIOR OF VEHICLE","2025-10-08 00:00:00","14 67","THEFT","1","972443",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","FEMALE","66","Non-fatal",,"Incident Report"
"J-18441-25","3","002XX S Alexander St ##A","OPEN","67B","BICYCLE THEFT","2025-10-12 11:00:00","14 67","THEFT","1","972444",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","53","Non-fatal",,"Incident Report"
"J-05336-25","6","035XX Louisiana Avenue Pw","OPEN","103","DISTURBANCE","2025-10-06 15:50:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","0","Non-fatal",,"Incident Report"
"J-18377-25","4","035XX Timber Wolf Ln","OPEN","67A","AUTO THEFT","2025-10-19 07:00:00",,,,,,,,,"1","VICTIM","BLACK","FEMALE","37","Non-fatal",,"Supplemental Report"
"J-08458-25","4","036XX Gen De Gaulle Exit Dr","OPEN","67S","SHOPLIFTING","2025-10-09 11:52:00",,,,,,,,,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-08458-25","4","036XX Gen De Gaulle Exit Dr","OPEN","67S","SHOPLIFTING","2025-10-09 11:52:00",,,,,,,,,"2","REPORTING PERSON","WHITE","MALE","56","Non-fatal",,"Incident Report"
"J-18369-25","4","003XX Whitney Av","OPEN","62C","SIMPLE BURGLARY (VEHICLE)","2025-10-18 23:45:00","14 62","SIMPLE BURGLARY","1","972445",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","FEMALE","31","Non-fatal",,"Incident Report"
"J-18360-25","8","010XX S Peters St","OPEN","67","THEFT","2025-10-19 01:45:00","14 67","THEFT","1","972446",,"UNKNOWN","UNKNOWN",,"2","VICTIM","WHITE","MALE","34","Non-fatal",,"Incident Report"
"J-18500-25","3","007XX Voisin St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-19 11:18:00",,,,,,,,,"3","NON-VICTIM","WHITE","FEMALE","41","Non-fatal",,"Incident Report"
"J-05336-25","6","035XX Louisiana Avenue Pw","OPEN","103","DISTURBANCE","2025-10-06 15:50:00",,,,,,,,,"2","INTERVIEW","BLACK","MALE","55","Non-fatal",,"Incident Report"
"J-08388-25","4","036XX Gen De Gaulle Dr","OPEN","35","SIMPLE BATTERY","2025-10-09 11:52:00","14 35","SIMPLE BATTERY","1","972464",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","56","Non-fatal",,"Incident Report"
"J-18516-25","5","013XX Flood St","OPEN","103","DISTURBANCE","2025-10-19 11:30:00","54 403","DISTURBING THE PEACE","1","972447",,"BLACK","FEMALE","20","1","VICTIM","BLACK","FEMALE","40","Non-fatal",,"Incident Report"
"J-18551-25","3","City Park Av & Toulouse St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-19 12:15:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE",,"Non-fatal",,"Incident Report"
"J-18562-25","2","036XX S Carrollton Av","OPEN","67S","SHOPLIFTING","2025-10-19 12:30:00","14 67","THEFT","1","972448",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-18562-25","2","036XX S Carrollton Av","OPEN","67S","SHOPLIFTING","2025-10-19 12:30:00",,,"1","972448",,"UNKNOWN","UNKNOWN",,"2","REPORTING PERSON",,,,"Non-fatal",,"Incident Report"
"J-18541-25","7","051XX Basinview Dr","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-19 12:14:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","46","Non-fatal",,"Incident Report"
"J-18541-25","7","051XX Basinview Dr","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-19 12:14:00",,,,,,,,,"2","INTERVIEW","BLACK","MALE","57","Non-fatal",,"Incident Report"
"J-10443-25","6","026XX Josephine","OPEN","35","SIMPLE BATTERY","2025-10-11 14:30:00","14 35","SIMPLE BATTERY","1","972449",,"BLACK","MALE","70","1","VICTIM","BLACK","FEMALE","67","Non-fatal",,"Incident Report"
"J-18552-25","6","024XX S Roman St","OPEN","63","TRESPASSING","2025-10-19 12:25:00","14 62.3","UNAUTHORIZED ENTRY (INHAB.DWELLING)","1","972452",,"UNKNOWN","MALE",,"1","VICTIM","BLACK","FEMALE",,"Non-fatal",,"Incident Report"
"J-18552-25","6","024XX S Roman St","OPEN","63","TRESPASSING","2025-10-19 12:25:00",,,"1","972452",,"UNKNOWN","MALE",,"2","REPORTING PERSON","BLACK","FEMALE","25","Non-fatal",,"Incident Report"
"J-18552-25","6","024XX S Roman St","OPEN","63","TRESPASSING","2025-10-19 12:25:00",,,"1","972452",,"UNKNOWN","MALE",,"3","INTERVIEW","BLACK","FEMALE","24","Non-fatal",,"Incident Report"
"J-18552-25","6","024XX S Roman St","OPEN","63","TRESPASSING","2025-10-19 12:25:00",,,"1","972452",,"UNKNOWN","MALE",,"4","INTERVIEW","UNKNOWN","FEMALE","24","Non-fatal",,"Incident Report"
"J-18552-25","6","024XX S Roman St","OPEN","63","TRESPASSING","2025-10-19 12:25:00",,,"1","972452",,"UNKNOWN","MALE",,"5","INTERVIEW","BLACK","FEMALE","24","Non-fatal",,"Incident Report"
"J-18552-25","6","024XX S Roman St","OPEN","63","TRESPASSING","2025-10-19 12:25:00",,,"1","972452",,"UNKNOWN","MALE",,"6","INTERVIEW","BLACK","FEMALE","24","Non-fatal",,"Incident Report"
